sku,mfgn,qty,qtynj,qtyfl,price,map,mrp
10020,2228,1,0,1,4.70,,
10021,6001,5,3,2,74.81,,
10024,6003,0,0,0,74.81,,
10025,1928.3,5,3,2,137.93,,
10026,6002,3,1,2,41.15,,
10027,1927.3,4,2,2,312.64,,
10030,9283.3,0,0,0,358.40,,
10341,X-10-M,1,1,0,36.62,,
10342,SS-1002,2,2,0,243.92,,
10345,SS-2000,2,2,0,420.73,,
10348,FN-201,4,2,2,355.06,,
10349,BN-202,6,3,3,410.45,,
10350,SP-5-B,0,0,0,866.62,,
10351,F-50,8,0,8,72.69,,
10352,SS-5000,0,0,0,763.25,,
10353,F-50W,10,4,6,72.69,,
10354,B-51,10,5,5,71.48,,
10355,S-53,25,12,13,71.48,,
10357,V-57W.2,10,4,6,74.51,,
10360,HF-742,2,1,1,215.41,,
10361,HF-743,12,6,6,215.41,,
10366,B-80,2,1,1,154.19,,
10367,B-81,4,2,2,154.19,,
10368,F-82,5,1,4,147.53,,
10369,F-83,27,15,12,147.53,,
10373,RU-90,15,7,8,132.07,,
10374,DNB-200,1,1,0,514.45,,
10377,DNP-200,0,0,0,514.45,,
10378,YB-500,0,0,0,1158.00,,
10391,220SW,9,4,5,33.33,,
10394,MMB-84,68,39,29,12.00,,
10442,SP-80-3,1,0,1,2484.30,,
10446,SRA-1,1,1,0,525.00,,
10472,SP-70-3,0,0,0,2484.30,,
10532,X-11Y,6,3,3,44.79,,
10533,FNW-201,1,0,1,355.06,,
10534,HF-742W,2,1,1,215.41,,
10535,HF-743W,6,4,2,215.41,,
10536,F-82W,8,3,5,147.53,,
10537,F-83W,5,1,4,147.53,,
10539,RA-91,5,3,2,71.48,,
10540,RA-93,9,4,5,71.48,,
10541,BN-C,8,3,5,28.50,,
10545,LL-C,0,0,0,34.29,,
10548,N-203-C,2,2,0,26.40,,
10549,NC-20,2,1,1,34.29,,
10550,GM-5-C,7,4,3,54.96,,
10552,010-10117-02,0,0,0,11.69,,
10562,010-10082-00,0,0,0,19.57,,
10563,010-10085-00,36,3,33,12.81,,
10578,010-10083-00,1,1,0,16.31,,
10595,390,0,0,0,216.63,,
10596,393,2,1,1,322.37,,
10597,396-1,6,3,3,137.26,,
10599,399-1M,3,0,3,239.94,,
10601,4018,0,0,0,389.59,,
10602,4018-M,3,3,0,397.93,,
10609,4351,3,3,0,72.07,,
10612,476,0,0,0,850.05,,
10618,5018,11,6,5,506.81,,
10627,5206-N,51,27,24,62.64,,
10631,5215,7,3,4,55.85,,
10632,5215-C-X,13,8,5,116.97,,
10636,5225-XT,105,47,58,159.36,,
10637,5226-XT,19,12,7,159.36,,
10640,5230,7,3,4,412.63,,
10648,5911,0,0,0,54.19,,
10658,408-R,4,0,4,15.79,,
10660,410-R,12,6,6,71.78,,
10661,4186-BP,13,13,0,10.65,,
10662,4186-U,7,7,0,9.99,,
10663,4187,33,29,4,38.67,,
10668,4352,8,2,6,33.08,,
10673,4365,8,4,4,19.22,,
10676,495-B,2,2,0,23.99,,
10679,5228,3,1,2,174.36,,
10680,5228-4,8,0,8,125.25,,
10682,81-S,4,0,4,53.99,,
10840,2100,5,5,0,46.75,,
10841,2101,5,2,3,40.28,,
10842,2300A,4,4,0,108.17,,
10844,2303A,0,0,0,147.13,,
10850,84-2056-01,12,6,6,123.27,,
11123,740011-1,6,6,0,24.14,,
11161,730000-1,0,0,0,62.09,,
11188,SPC-15RP,11,7,4,22.86,,
11196,SPC-40RP,6,6,0,30.00,,
11197,SPC-5P,9,5,4,13.73,,
11224,MA4056W,14,6,8,56.41,,
11234,MA905W,9,5,4,124.65,,
11235,MB21W,80,48,32,17.59,,
11236,MB21B,59,39,20,17.59,,
11237,MB41W,34,7,27,24.65,,
11238,MB41B,39,19,20,24.65,,
11241,WC-3,7,7,0,21.19,,
11273,250/120ST,0,0,0,105.00,,
11280,250/50/200ST,0,0,0,105.00,,
11301,1700/50/200T,2,1,1,119.00,,
11793,525TID-TMD,0,0,0,688.89,,
11794,235DT-PSE,0,0,0,500.00,,
11799,001-410-540,0,0,0,295.45,,
11800,PG500R,0,0,0,805.95,,
11804,520-IHD,0,0,0,181.82,,
11805,AIR-033-270,0,0,0,72.73,,
11806,AIR-033-352,0,0,0,68.18,,
11814,AIR-033-391,0,0,0,227.27,,
11817,525T-BSD,1,1,0,204.44,,
12150,SS-1002W,6,2,4,243.92,,
12151,SS-2000W,3,0,3,303.77,,
12152,SS-5000W,2,0,2,763.25,,
12167,5241-R,5,0,5,82.24,,
12283,MA9060B,0,0,0,82.35,,
12284,MA840W,2,0,2,49.35,,
12285,MA7060,19,19,0,47.95,,
12743,M81120,9,4,5,790.75,,
12744,M81121,1,1,0,974.17,,
12745,M81105,20,7,13,245.82,,
13034,010-10121-00,0,0,0,17.50,,
13045,X-10-A,13,9,4,36.62,,
13048,5228-1,0,0,0,60.48,,
13049,5228-2,5,5,0,64.63,,
13109,000-159-702,0,0,0,40.91,,
13110,AIR-033-428,0,0,0,45.45,,
13112,525ST-PWC,0,0,0,173.33,,
13113,526ST-MSC,0,0,0,355.56,,
13153,008-526-360,0,0,0,72.73,,
13168,E26031,0,0,0,99.99,,
13169,M78713-PZ,2,1,1,104.16,,
13172,P19007,0,0,0,51.60,,
13173,P19001,2,0,2,51.60,,
13174,P19006,3,1,2,51.60,,
13176,5309-R,0,0,0,605.28,,
13253,AIR-033-226,0,0,0,68.18,,
13254,AIR-033-476,0,0,0,68.18,,
13255,AIR-033-073,0,0,0,68.18,,
13256,525STID-MSD,0,0,0,400.00,,
13267,5101,119,54,65,70.49,,
13292,525STID-PWD,2,2,0,173.33,,
13293,520-5PSD,2,2,0,168.89,,
13294,ST-02MSB,0,0,0,190.91,,
13295,ST-02PSB,0,0,0,118.18,,
13298,CA50/200-12M,0,0,0,871.11,,
13300,525T-BSC,0,0,0,204.44,,
13350,520-BLD,0,0,0,186.67,,
13362,000-041-405,0,0,0,76.36,,
13366,525T-PWD,4,2,2,106.67,,
13374,806-1800,1,0,1,1416.95,,
13390,CA28F-8,0,0,0,986.67,,
13473,010-10193-02,0,0,0,474.74,,
13474,010-10192-01,0,0,0,167.33,,
13478,526ST-MSC7,0,0,0,440.00,,
13479,YB-600,0,0,0,1384.01,,
13481,ST-01PTB,0,0,0,81.82,,
13483,AIR-033-203,1,1,0,77.27,,
13484,706/50/200T,0,0,0,560.00,,
13498,E26019-PZ,0,0,0,229.16,,
13500,A12005,26,9,17,497.36,,
13501,A12004,9,3,6,414.46,,
13542,LH3010,0,0,0,54.55,,
13544,CA50/200-1T,0,0,0,871.11,,
13560,000-158-002,0,0,0,31.82,,
13561,CA50B-9B,0,0,0,400.00,,
13593,010-10272-00,10,2,8,57.91,,
13598,AIR-033-204,0,0,0,63.64,,
13628,9004E,6,2,4,46.42,,
13629,2001,15,7,8,9.97,,
13630,GPA017,2,0,2,113.64,,
13643,000-159-695,0,0,0,90.00,,
13646,9282.3,4,2,2,149.36,,
13648,300/50/200T,1,0,1,109.99,,
13666,520-PLD,2,2,0,88.89,,
13667,000-135-397,4,0,4,45.45,,
13724,4187HD,51,21,30,44.63,,
13725,4353,2,2,0,38.45,,
13726,5120,17,10,7,82.80,,
13748,808-1800,5,3,2,52.16,,
13759,4357-S,15,4,11,63.94,,
13767,AIR-033-407,0,0,0,81.82,,
13770,AIR-033-333,1,0,1,50.00,,
13775,000-154-036,0,0,0,90.91,,
13776,FAX5,0,0,0,572.73,,
13792,SP-5-C,0,0,0,866.62,,
13815,MA5950,2,0,2,119.71,,
13827,525-5PWD,0,0,0,106.67,,
13828,000-154-053,0,0,0,111.36,,
13834,CA50B-6B,1,1,0,248.89,,
13846,CA200B-5S,1,1,0,266.67,,
13852,AIR-033-351,0,0,0,31.82,,
13856,P102938,2,0,2,53.36,,
13861,CA50B-6G,0,0,0,391.11,,
13876,4125,0,0,0,12.59,,
13877,7234,0,0,0,28.08,,
13878,7208,20,10,10,12.16,,
13879,9353,6,2,4,28.96,,
13880,8013,0,0,0,29.85,,
13881,1002,12,8,4,13.80,,
13882,8031,7,4,3,7.05,,
13902,E66008,1,0,1,174.98,,
13934,8067,7,6,1,29.53,,
13935,8030,16,5,11,7.05,,
13936,8039,12,7,5,29.53,,
13937,8065,9,6,3,15.33,,
13938,2304,71,26,45,9.65,,
13940,2305,129,111,18,10.71,,
13941,2701,30,12,18,12.70,,
13942,2709,20,0,20,10.03,,
13943,2710,15,7,8,11.48,,
13944,2301,68,17,51,12.87,,
13945,2303,60,12,48,16.75,,
13947,2302,44,17,27,20.01,,
13948,2105,22,11,11,42.05,,
13950,2003,32,9,23,9.97,,
13951,2002,66,29,37,9.97,,
13952,2103,7,5,2,18.92,,
13953,2104,19,7,12,82.66,,
13954,2708,17,9,8,17.66,,
13955,2506,113,24,89,6.24,,
13956,2508,62,14,48,7.29,,
13957,2510,62,41,21,8.27,,
13958,2512,57,27,30,9.49,,
13959,9217,75,37,38,2.99,,
13960,1001,7,7,0,13.32,,
13961,1003,71,28,43,15.25,,
13967,5018,7,3,4,26.54,,
13969,5005,108,41,67,19.43,,
13971,8068,4,2,2,482.22,,
13972,8082,4,3,1,379.47,,
13974,8080,0,0,0,178.20,,
13975,8079,10,4,6,86.92,,
13976,8051,0,0,0,205.96,,
13979,8061,4,2,2,173.68,,
13980,8081,3,1,2,306.27,,
13981,8015,2,0,2,87.57,,
13984,B-51W,2,1,1,71.48,,
13993,FN-203,1,1,0,371.76,,
13994,FNW-203,2,0,2,371.76,,
14021,520-5MSD,1,1,0,293.33,,
14037,5400-XT,28,19,9,151.76,,
14038,5401-XT,8,5,3,151.76,,
14042,5420-XT,5,3,2,120.24,,
14043,5421-XT,6,4,2,120.24,,
14065,010-10314-00,0,0,0,7.42,,
14066,010-10267-00,0,0,0,7.90,,
14067,D284,6,4,2,42.60,,
14068,D285,0,0,0,51.13,,
14069,D286,2,2,0,51.13,,
14070,D287,0,0,0,59.65,,
14071,D288,0,0,0,89.48,,
14073,D244,2,2,0,38.34,,
14085,M78717,0,0,0,183.32,,
14086,M78716,0,0,0,195.82,,
14100,528-VW,79,36,43,181.79,,
14106,531-AW,0,0,0,201.32,,
14125,2702,19,7,12,16.47,,
14165,7202,43,26,17,12.16,,
14166,7206,19,14,5,12.16,,
14177,5133,0,0,0,18.99,,
14235,SK135,0,0,0,181.81,,
14258,82-0123-01,7,2,5,123.13,,
14259,2404,22,11,11,3.35,,
14260,2406,16,3,13,4.59,,
14365,"307/50/200T 8P",1,1,0,164.99,,
14489,ARP11,0,0,0,590.91,,
14491,000-154-049,0,0,0,127.27,,
14494,000-154-052,0,0,0,281.82,,
14495,235DST-PWE,0,0,0,481.82,,
14497,010-10231-01,14,8,6,17.60,,
14521,000-144-463,0,0,0,59.09,,
14525,4700,7,4,3,20.48,,
14526,4700-1,8,4,4,33.30,,
14527,4700-2,6,3,3,45.49,,
14533,4190,2,2,0,35.69,,
14538,4710,0,0,0,15.01,,
14541,4720,10,2,8,19.73,,
14561,2011,15,0,15,6.65,,
14562,2101,10,5,5,18.92,,
14563,2102,7,4,3,18.92,,
14566,4100,57,0,57,2.65,,
14567,4126,0,0,0,13.57,,
14569,5015,15,5,10,31.25,,
14572,8086,4,2,2,1344.14,,
14573,8084,5,2,3,763.27,,
14574,8076,2,2,0,481.43,,
14575,8074,2,0,2,398.56,,
14576,8097,6,3,3,216.35,,
14577,8096,5,3,2,225.73,,
14578,8261,4,3,1,159.19,,
14579,8262,3,1,2,94.91,,
14580,9001E,19,7,12,35.23,,
14581,8184,0,0,0,763.38,,
14582,2402,36,13,23,2.73,,
14583,2408,16,10,6,5.32,,
14584,2410,28,8,20,7.20,,
14585,2502,60,32,28,3.61,,
14586,2504,81,18,63,4.49,,
14587,2602,0,0,0,6.18,,
14588,2604,17,6,11,8.81,,
14589,2608,11,6,5,16.67,,
14590,2610,14,5,9,19.20,,
14592,9216,25,16,9,2.99,,
14594,9218,50,25,25,2.99,,
14597,7218,1,1,0,12.16,,
14599,7226,7,4,3,12.16,,
14600,7230,11,4,7,12.16,,
14601,7233,8,3,5,28.08,,
14602,7235,10,6,4,28.08,,
14603,7260,11,5,6,28.08,,
14604,7238,12,5,7,28.08,,
14605,7240,0,0,0,28.08,,
14606,7242,7,5,2,28.08,,
14607,010-10300-00,0,0,0,24.49,,
14672,V-57.2,5,4,1,74.51,,
14673,K-TD.2,2,2,0,33.95,,
14768,8033,58,39,19,2.25,,
14769,8022,3,1,2,59.71,,
14771,8232,3,2,1,10.24,,
14847,8263,5,3,2,33.84,,
14860,010-10327-00,0,0,0,140.34,,
14882,AG226,0,0,0,349.08,,
14883,AG126,0,0,0,359.99,,
14884,TP125,0,0,0,145.44,,
14907,5235-XT,5,1,4,144.19,,
14908,4006,9,9,0,22.31,,
14909,414,8,0,8,7.84,,
14911,4188-SL,7,4,3,55.45,,
14934,SU-1,3,1,2,35.29,,
14941,ANCHORMAX,3,2,1,686.65,,
14960,CMP460,105,15,90,44.04,,
14968,22040A,13,6,7,464.22,,
15022,NET-DWN-CBL,0,0,0,54.55,,
15023,010-10305-01,0,0,0,12.59,,
15028,D031,1,0,1,76.69,,
15111,235DHT-MSE,0,0,0,627.27,,
15112,235DHT-LMSE,0,0,0,736.36,,
15125,000-159-686,4,2,2,45.45,,
15126,000-030-097,0,0,0,77.27,,
15198,FPHRC1002000C00,0,0,0,111.08,,
15204,FP900UB00000A00,5,0,5,21.79,,
15231,E66023,0,0,0,74.99,,
15232,M81131,0,0,0,2083.32,,
15243,"TRAWLPLOT 12",0,0,0,1959.30,,
15266,E66054,0,0,0,170.44,,
15273,4079,2,2,0,11.19,,
15274,4184,56,44,12,6.96,,
15278,4078-50,3,3,0,49.06,,
15307,PL-258-G,3,3,0,11.12,,
15309,PL-259-58-G,13,1,12,9.64,,
15310,PL-259-CP-G,34,13,21,10.84,,
15311,PL-259-G,22,5,17,9.64,,
15316,6152C,3,3,0,589.99,,
15317,PL-258-CP-G,8,8,0,15.97,,
15368,710161-1,2,2,0,75.89,,
15371,E66014,0,0,0,229.16,,
15374,PL-259-8X-G,14,2,12,9.64,,
15404,E22078,27,14,13,408.96,,
15433,E25024,0,0,0,46.86,,
15499,700030-1,4,4,0,25.51,,
15502,E26030,0,0,0,99.99,,
15512,SRC-35,4,2,2,40.71,,
15513,SRC-50,3,2,1,55.24,,
15514,SRC-90,1,0,1,75.42,,
15554,MR50W,14,11,3,24.71,,
15555,MR60W,20,11,9,30.56,,
15556,MR690,11,11,0,56.44,,
15599,802-1500,4,2,2,520.43,,
15665,6510USB,5,3,2,187.50,,
15685,010-10454-00,0,0,0,9.89,,
15701,2110A,1,0,1,28.60,,
15706,2111A,7,1,6,23.98,,
15797,250C/50/200ST,0,0,0,154.00,,
15841,E12093,15,5,10,615.48,,
15853,710166-1,2,2,0,325.78,,
15856,M81130,3,2,1,1795.82,,
15871,GP1060,0,0,0,349.08,,
15965,M81132,0,0,0,2149.99,,
16015,GP1061,0,0,0,363.62,,
16019,010-00351-00,45,23,22,202.49,,
16024,CT-100,14,6,8,19.06,,
16081,8197,0,0,0,216.35,,
16082,8072,9,5,4,15.52,,
16087,8066,45,19,26,2.25,,
16088,9003E,84,38,46,32.94,,
16105,S-53G,14,9,5,71.48,,
16123,MA840B,24,20,4,26.99,,
16136,PP5050,0,0,0,356.35,,
16137,PP5051,0,0,0,370.90,,
16152,240SW,17,15,2,39.13,,
16154,PP5061,0,0,0,399.99,,
16208,N108000,0,0,0,443.18,,
16209,N128000,1,1,0,392.99,,
16210,FP900DB00000A00,5,5,0,21.79,,
16211,DA645G,2,2,0,20.44,,
16213,N129000,0,0,0,451.70,,
16214,N189000,0,0,0,517.05,,
16215,N121100,0,0,0,491.48,,
16216,N141100,0,0,0,502.84,,
16218,N188000,0,0,0,508.52,,
16219,12700UNIV,0,0,0,289.77,,
16220,12641-12,0,0,0,78.75,,
16221,12701-12,0,0,0,78.75,,
16222,12612,8,2,6,15.75,,
16223,12728,306,190,116,4.50,,
16224,12727,17,7,10,105.00,,
16227,2900BWL,0,0,0,303.75,,
16228,2900WBL,0,0,0,303.75,,
16251,GP1040,0,0,0,319.99,,
16253,GP1050,0,0,0,312.72,,
16254,GP1051,0,0,0,327.26,,
16260,GP1170,0,0,0,370.90,,
16267,GP2050,0,0,0,312.72,,
16268,GP2051,0,0,0,327.26,,
16269,GP2060,0,0,0,349.08,,
16270,GP2061,0,0,0,363.62,,
16276,GP2170,0,0,0,370.90,,
16286,396-1-AIS,15,5,10,149.63,,
16386,9093,4,2,2,399.99,,
16387,8369,0,0,0,427.51,,
16435,010-10380-00,12,2,10,7.14,,
16507,5025,204,148,56,32.73,,
16508,5026,185,80,105,42.32,,
16509,2723,10,7,3,24.85,,
16523,809-0915,7,3,4,149.45,,
16532,E55060,0,0,0,34.08,,
16535,E55051,0,0,0,154.16,,
16536,E55052,0,0,0,238.63,,
16537,E55053,0,0,0,51.13,,
16577,E15023,2,1,1,585.15,,
16578,E15024,13,9,4,414.46,,
16600,P77746,3,1,2,877.81,1067.00,
16601,P77741,4,3,1,746.15,1027.00,
16602,P77736,1,0,1,703.71,934.00,
16604,P77727,0,0,0,637.86,787.00,
16607,P77712,0,0,0,477.35,610.00,
16608,P77912,0,0,0,522.98,653.00,
16609,P77915,1,0,1,761.37,950.00,
16610,P77726,0,0,0,629.09,,
16710,MR50B,8,0,8,24.71,,
16755,P77099,0,0,0,760.78,,
16790,010-10552-00,35,11,24,45.49,,
16791,010-10551-00,101,51,50,34.99,,
16850,129E,0,0,0,525.72,,
16851,189E,0,0,0,565.50,,
16852,249E,0,0,0,585.78,,
16853,309E,0,0,0,611.06,,
16854,369E,0,0,0,629.89,,
16855,429E,0,0,0,661.67,,
16856,549E,0,0,0,805.78,,
16857,1212E,0,0,0,566.22,,
16858,1812E,0,0,0,585.78,,
16859,2412E,0,0,0,605.28,,
16860,3012E,0,0,0,629.89,,
16861,3612E,0,0,0,661.67,,
16862,4212E,0,0,0,703.61,,
16863,4812E,0,0,0,840.28,,
16864,5412E,0,0,0,978.61,,
16865,489E,0,0,0,703.61,,
16866,6012E,0,0,0,1065.87,,
16867,6612E,0,0,0,1121.94,,
16868,7212E,0,0,0,1211.44,,
16869,129,0,0,0,459.22,,
16870,189,0,0,0,499.00,,
16871,249,0,0,0,519.22,,
16872,309,0,0,0,544.56,,
16873,369,0,0,0,563.33,,
16875,429,0,0,0,595.17,,
16876,549,0,0,0,733.22,,
16877,1212,0,0,0,499.72,,
16878,1812,0,0,0,519.22,,
16879,2412,0,0,0,538.72,,
16880,3012,0,0,0,563.33,,
16881,3612,0,0,0,595.17,,
16882,4212,0,0,0,637.11,,
16883,4812,0,0,0,773.78,,
16884,5412,0,0,0,744.80,,
16885,489,0,0,0,695.33,,
16887,6012,0,0,0,911.17,,
16888,6612,0,0,0,1071.78,,
16889,7212,0,0,0,1138.89,,
16890,M80,0,0,0,505.50,,
16891,M120,0,0,0,541.67,,
16892,ST9,0,0,0,613.94,,
16893,ST12,3,1,2,743.62,,
16894,ST16,4,2,2,806.64,,
16897,ES2000,27,10,17,66.56,,
16898,ES2000A,5,2,3,88.94,,
16913,A1101A,48,19,29,71.61,,
16915,A1103,5,3,2,13.78,,
16920,A1113,5,3,2,5.78,,
16921,A1114,0,0,0,6.56,,
16922,A1115,13,10,3,2.10,,
16923,A1200S,11,4,7,71.61,,
16925,AR512,2,1,1,57.89,,
16928,V351HPU1,429,266,163,224.95,,
16929,V351HPU2,4,2,2,277.00,,
16930,VP1135R,19,11,8,41.22,,
16931,VP1135G,30,15,15,41.22,,
16932,T1125-20,8,5,3,27.50,,
16957,P55950,0,0,0,530.60,625.00,
16958,P55750,7,5,2,482.45,540.00,
16968,"578-SW ",2,2,0,237.68,,
17029,DNW-200,0,0,0,514.45,,
17037,E26001-PZ,3,1,2,183.32,,
17039,E66066,0,0,0,83.32,,
17061,526TID-HDD,0,0,0,1244.44,,
17064,010-10603-00,52,28,24,10.48,,
17067,FMB321,32,23,9,9.38,,
17088,CA200B-12H,0,0,0,1511.11,,
17153,010-10570-00,0,0,0,21.99,,
17154,010-10571-00,1,1,0,13.74,,
17180,000-152-867,0,0,0,272.73,,
17185,PSU008,0,0,0,1177.27,,
19000,5001,27,8,19,17.62,,
19005,5138,12,0,12,4.19,,
19006,7198,24,11,13,4.24,,
19007,5139,23,13,10,4.19,,
19008,5140,4,3,1,4.19,,
19009,5141,7,0,7,4.19,,
19010,5142,0,0,0,4.32,,
19011,5143,0,0,0,4.32,,
19012,5101,16,6,10,7.27,,
19013,5102,19,10,9,7.27,,
19014,5103,12,3,9,7.27,,
19015,5104,19,8,11,7.27,,
19016,5105,17,8,9,7.27,,
19018,5107,39,10,29,7.27,,
19019,5112,1,0,1,33.15,,
19020,5113,9,5,4,33.15,,
19021,5114,13,5,8,33.15,,
19022,5115,9,3,6,33.15,,
19023,5116,20,8,12,33.15,,
19024,5117,24,14,10,33.15,,
19025,5118,0,0,0,33.15,,
19026,5119,23,2,21,33.15,,
19027,5120,43,36,7,33.15,,
19028,5121,59,43,16,33.15,,
19041,8023,5,3,2,191.18,,
19042,8025,4,2,2,127.97,,
19045,8054,0,0,0,77.82,,
19046,8053,4,2,2,125.89,,
19047,8058,7,3,4,131.73,,
19048,8059,2,0,2,188.59,,
19049,8027,4,3,1,197.04,,
19050,8043,7,6,1,234.90,,
19051,8032,5,1,4,170.99,,
19052,8029,5,2,3,105.84,,
19053,8077,22,3,19,86.92,,
19057,9002E,11,2,9,38.93,,
19059,7210,53,27,26,12.16,,
19060,7214,31,15,16,12.16,,
19061,7222,19,12,7,12.16,,
20208,2010,13,3,10,6.65,,
20209,2107,9,3,6,124.01,,
20210,2201,13,5,8,16.99,,
20211,2202,15,5,10,16.99,,
20212,2203,21,8,13,18.72,,
20213,2204,24,8,16,18.72,,
20218,2300,106,46,60,14.94,,
20219,2306,17,10,7,4.99,,
20220,2606,23,8,15,14.39,,
20222,2715,17,17,0,2.97,,
20224,2722,50,45,5,22.00,,
20231,3000,26,9,17,66.68,,
20232,3001,6,2,4,76.09,,
20233,3002,10,6,4,69.43,,
20234,3003,9,5,4,79.03,,
20377,4001,87,84,3,4.04,,
20378,4005,23,7,16,3.48,,
20379,4006,6,6,0,3.11,,
20380,4008,26,10,16,1.86,,
20381,4009,0,0,0,1.86,,
20382,4010,54,35,19,1.95,,
20383,4011,15,12,3,1.95,,
20384,4012,74,50,24,2.32,,
20385,4013,56,38,18,2.32,,
20386,4014,57,30,27,2.49,,
20387,4015,54,30,24,2.49,,
20388,4016,9,2,7,3.11,,
20389,4017,18,6,12,3.11,,
20390,4026,10,6,4,18.15,,
20391,4027,15,7,8,22.51,,
20392,4028,6,1,5,59.34,,
20393,4029,0,0,0,95.80,,
20396,4111,13,8,5,3.66,,
20397,4130,0,0,0,24.51,,
20398,4131,3,0,3,24.51,,
20399,4135,60,8,52,2.95,,
20400,4136,7,1,6,2.95,,
20401,4137,47,10,37,2.95,,
20402,4138,103,32,71,3.09,,
20404,4150,95,12,83,4.71,,
20405,4151,46,18,28,4.71,,
20406,4152,48,15,33,4.71,,
20407,4153,10,6,4,4.71,,
20408,4154,11,0,11,4.71,,
20409,4155,15,0,15,11.61,,
20410,4215,11,5,6,11.62,,
20411,4216,14,6,8,12.85,,
20412,4217,29,5,24,16.82,,
20413,4218,7,3,4,11.62,,
20414,4302,2,2,0,42.42,,
20415,4304,3,2,1,67.97,,
20416,4306,5,0,5,95.65,,
20417,4308,5,0,5,134.44,,
20422,4374,4,2,2,83.46,,
20423,4376,0,0,0,103.49,,
20428,5021,85,34,51,2.77,,
20429,5028,38,10,28,28.63,,
20430,5029,19,3,16,36.88,,
20431,5030,7,1,6,30.67,,
20432,5031,10,3,7,38.91,,
20433,5033,8,3,5,26.59,,
20434,5034,6,3,3,34.79,,
20435,5108,18,3,15,7.27,,
20436,5122,15,5,10,15.52,,
20437,5123,23,13,10,15.52,,
20438,5124,13,8,5,15.52,,
20439,5125,17,10,7,15.52,,
20440,5126,23,13,10,15.52,,
20441,5127,11,3,8,15.52,,
20442,5128,10,4,6,15.52,,
20443,5129,18,12,6,15.52,,
20445,5131,14,9,5,18.99,,
20448,5135,21,8,13,18.99,,
20449,5136,115,70,45,18.99,,
20450,5137,29,21,8,18.99,,
20451,5161,12,7,5,28.73,,
20453,5163,38,24,14,28.73,,
20454,5164,9,5,4,15.52,,
20455,5165,13,1,12,15.52,,
20491,5235,64,34,30,1.29,,
20492,5236,43,22,21,1.29,,
20493,5237,63,35,28,1.29,,
20494,5238,29,9,20,1.29,,
20495,5239,28,26,2,1.29,,
20496,5240,24,24,0,1.29,,
20497,5241,9,9,0,1.29,,
20498,5242,23,15,8,1.29,,
20499,5243,16,16,0,1.29,,
20500,5244,12,0,12,1.29,,
20501,5245,19,16,3,1.29,,
20502,5246,27,7,20,1.29,,
20505,6007,60,13,47,29.29,,
20506,6010,25,8,17,36.56,,
20507,6011,36,15,21,36.56,,
20508,6337,3,2,1,182.62,,
20520,7035,9,4,5,59.11,,
20521,7036,14,6,8,59.11,,
20523,7038,19,14,5,59.11,,
20524,7039,9,3,6,59.11,,
20525,7040,17,8,9,59.11,,
20526,7041,8,3,5,59.11,,
20527,7042,10,10,0,59.11,,
20528,7043,10,6,4,59.11,,
20529,7044,24,18,6,59.11,,
20531,7046,41,36,5,59.11,,
20532,7047,9,6,3,59.11,,
20533,7048,25,14,11,59.11,,
20534,7050,26,7,19,3.86,,
20536,7052,82,17,65,3.86,,
20537,7053,42,9,33,3.86,,
20538,7054,151,73,78,3.86,,
20540,7056,93,1,92,3.86,,
20541,7057,57,3,54,3.86,,
20542,7058,19,7,12,3.86,,
20543,7059,25,15,10,3.86,,
20545,7061,30,10,20,3.99,,
20555,7135,8,5,3,59.11,,
20556,7136,17,17,0,59.11,,
20558,7138,15,7,8,59.11,,
20559,7139,21,4,17,59.11,,
20560,7140,5,5,0,59.11,,
20561,7141,14,6,8,59.11,,
20562,7142,5,3,2,59.11,,
20563,7143,9,5,4,59.11,,
20564,7144,27,13,14,59.11,,
20566,7146,10,3,7,59.11,,
20568,7148,19,9,10,59.11,,
20569,7200,11,6,5,12.16,,
20570,7201,0,0,0,12.16,,
20571,7204,16,8,8,12.16,,
20572,7205,15,5,10,12.16,,
20573,7209,14,9,5,12.16,,
20574,7212,8,5,3,12.16,,
20575,7213,4,4,0,12.16,,
20576,7216,15,9,6,12.16,,
20577,7217,6,6,0,12.16,,
20578,7220,13,6,7,12.16,,
20579,7221,12,7,5,12.16,,
20580,7224,15,10,5,12.16,,
20581,7225,8,5,3,12.16,,
20582,7228,6,4,2,12.16,,
20583,7229,7,4,3,12.16,,
20584,7232,3,3,0,28.08,,
20585,7236,12,7,5,28.08,,
20586,7237,11,4,7,28.08,,
20587,7239,6,1,5,28.08,,
20588,7241,0,0,0,28.08,,
20589,7244,6,3,3,30.32,,
20590,7246,13,5,8,30.32,,
20591,7248,18,9,9,30.32,,
20592,7250,9,4,5,30.32,,
20593,7251,5,2,3,72.96,,
20594,7254,10,2,8,72.96,,
20595,7256,7,2,5,72.96,,
20596,7258,6,1,5,72.96,,
20601,7267,0,0,0,96.68,,
20602,7268,0,0,0,96.68,,
20603,7269,10,5,5,96.68,,
20604,7270,3,1,2,124.75,,
20605,7271,6,4,2,124.75,,
20606,7287,7,3,4,94.10,,
20607,7288,0,0,0,94.10,,
20608,7289,0,0,0,94.10,,
20609,7290,5,2,3,94.10,,
20613,7294,10,5,5,28.08,,
20614,7295,8,1,7,28.08,,
20615,7299,13,6,7,12.16,,
20633,7347,8,2,6,12.16,,
20634,7348,12,6,6,28.08,,
20635,7349,2,2,0,28.08,,
20636,7350,0,0,0,30.32,,
